obsDate,date,next_date,SPRealIndex,SPRealValuation,SPValuationLevel,sp12fwd,sp36fwd,sp60fwd,sp84fwd,sp120fwd
19280131,1/31/1928,2/29/1928,165.9100633,908.6398655,fair,0.030484342,0.000190967,-0.009615237,-0.004177417,-0.00148279
19280229,2/29/1928,3/31/1928,165.9118598,912.4896492,fair,0.030946918,0.002601128,-0.011442934,-0.00462418,-0.001619317
19280331,3/31/1928,4/30/1928,174.9012431,981.1441252,fair,0.028520969,0.001855383,-0.012231116,-0.006026836,-0.002622814
19280430,4/30/1928,5/31/1928,185.9996333,1065.839367,expensive,0.023421107,-0.002439907,-0.011566606,-0.005979891,-0.003534752
19280531,5/31/1928,6/30/1928,190.7133519,1102.412312,expensive,0.022117533,-0.005573924,-0.007765589,-0.005372307,-0.003602449
19280630,6/30/1928,7/31/1928,182.5061391,1043.382295,expensive,0.026899926,-0.004875609,-0.004520194,-0.004313122,-0.003040162
19280731,7/31/1928,8/31/1928,183.9247793,1054.290015,expensive,0.032425143,-0.004166726,-0.003863553,-0.003792666,-0.001588518
19280831,8/31/1928,9/30/1928,189.954318,1097.920897,expensive,0.03437263,-0.00589193,-0.005372666,-0.003393413,-0.001805219
19280930,9/30/1928,10/31/1928,201.0314383,1177.483094,expensive,0.032932572,-0.011739738,-0.006451495,-0.003815006,-0.002660723
19281031,10/31/1928,11/30/1928,206.3923435,1214.697669,expensive,0.021453531,-0.016244096,-0.008589244,-0.003810007,-0.001935994
19281130,11/30/1928,12/31/1928,220.4185005,1313.508784,expensive,-0.009614787,-0.017297041,-0.009281535,-0.003606,-0.002474165
19281231,12/31/1928,1/31/1929,222.6582972,1325.058135,expensive,-0.006678596,-0.023134502,-0.009121269,-0.003722071,-0.002800987
19290131,1/31/1929,2/28/1929,239.1899389,1439.268385,expensive,-0.010925597,-0.024986317,-0.009381843,-0.003930649,-0.003520132
19290228,2/28/1929,3/31/1929,240.5239574,1442.476538,expensive,-0.005802723,-0.024957849,-0.008403427,-0.003328577,-0.003570217
19290331,3/31/1929,4/30/1929,246.2809883,1477.766222,expensive,-0.004164355,-0.025291846,-0.009667297,-0.003268677,-0.003770286
19290430,4/30/1929,5/31/1929,246.3610101,1470.708285,expensive,0.000478421,-0.032683602,-0.009388961,-0.003252365,-0.004830327
19290531,5/31/1929,6/30/1929,248.6837296,1479.049483,expensive,-0.004907674,-0.036138676,-0.011324648,-0.004009047,-0.004602481
19290630,6/30/1929,7/31/1929,252.0387706,1494.448618,expensive,-0.014372655,-0.04027772,-0.011446225,-0.003754014,-0.00456303
19290731,7/31/1929,8/31/1929,271.4094537,1622.133111,expensive,-0.02130682,-0.04093344,-0.013479707,-0.00403202,-0.004974662
19290831,8/31/1929,9/30/1929,286.9348463,1721.585856,expensive,-0.026473749,-0.030934077,-0.015062443,-0.004540361,-0.005556061
19290930,9/30/1929,10/31/1929,298.4648513,1790.881963,expensive,-0.03026234,-0.029232026,-0.016365654,-0.004870743,-0.005215844
19291031,10/31/1929,11/30/1929,266.9926981,1559.894941,expensive,-0.032765339,-0.030032325,-0.014246881,-0.002932495,-0.004140041
19291130,11/30/1929,12/31/1929,196.3994451,1060.064691,expensive,-0.012897602,-0.02154728,-0.008661403,0.001054904,-0.001726998
19291231,12/31/1929,1/31/1930,205.5100928,1113.961663,expensive,-0.020845893,-0.023495083,-0.009177108,0.000312304,-0.002300274
19300131,1/31/1930,2/28/1930,209.7991829,1133.210581,expensive,-0.018985844,-0.022544977,-0.009760133,0.000351108,-0.002455928
19300228,2/28/1930,3/31/1930,224.3454432,1222.397237,expensive,-0.01734081,-0.027452955,-0.011502691,-9.54E-05,-0.003124354
19300331,3/31/1930,4/30/1930,234.2762209,1279.502362,expensive,-0.018790464,-0.028504065,-0.013308894,-0.000703345,-0.003528844
19300430,4/30/1930,5/31/1930,247.7794487,1359.706189,expensive,-0.031219248,-0.027244186,-0.013151753,-0.002181526,-0.003909572
19300531,5/31/1930,6/30/1930,234.4611353,1261.536704,expensive,-0.033931632,-0.018679268,-0.010963201,-0.002144994,-0.004678858
19300630,6/30/1930,7/31/1930,212.1112858,1104.978834,expensive,-0.027154098,-0.011709414,-0.008543825,-0.001401326,-0.004647221
19300731,7/31/1930,8/31/1930,210.1763087,1084.446654,expensive,-0.023618502,-0.010145363,-0.007533397,-0.000681072,-0.004234758
19300831,8/31/1930,9/30/1930,208.8403715,1068.405889,expensive,-0.025574672,-0.011587404,-0.006330554,-0.000478215,-0.004002893
19300930,9/30/1930,10/31/1930,207.5773605,1053.648385,expensive,-0.037889446,-0.011642569,-0.005875055,-0.002298828,-0.003602892
19301031,10/31/1930,11/30/1930,180.1945756,870.1420286,fair,-0.03742048,-0.010544804,-0.003071648,-0.002477955,-0.002341108
19301130,11/30/1930,12/31/1930,168.2379491,788.6549403,fair,-0.029378735,-0.007965095,-0.000545922,-0.002666267,-0.001571682
19301231,12/31/1930,1/31/1931,160.0273003,732.1914461,fair,-0.041879016,-0.006027285,0.000293999,-0.002172723,-0.00155737
19310131,1/31/1931,2/28/1931,167.0545949,773.8974361,fair,-0.045047511,-0.005665924,0.00047938,-0.002200114,-0.001894333
19310228,2/28/1931,3/31/1931,182.1985996,866.9338755,fair,-0.051730014,-0.006291201,-3.13E-05,-0.003428079,-0.003150196
19310331,3/31/1931,4/30/1931,186.9825462,893.8823614,fair,-0.052920718,-0.008460555,1.48E-05,-0.004542041,-0.003369183
19310430,4/30/1931,5/31/1931,170.3590128,784.163526,fair,-0.067309978,-0.005401326,0.001594854,-0.004003972,-0.002909623
19310531,5/31/1931,6/30/1931,156.0396672,689.8438254,fair,-0.069576722,-0.005927978,0.002155195,-0.002757531,-0.002413503
19310630,6/30/1931,7/31/1931,153.1261188,668.0283845,fair,-0.079306407,-0.00523479,0.003049731,-0.002253542,-0.002135501
19310731,7/31/1931,8/31/1931,158.3051854,697.5433928,fair,-0.077874998,-0.007491071,0.003340236,-0.000483572,-0.001990717
19310831,8/31/1931,9/30/1931,153.6495134,664.8202314,fair,-0.040753811,-0.007754598,0.004053179,-5.38E-05,-0.001890038
19310930,9/30/1931,10/31/1931,131.7400601,524.3031265,cheap,-0.019544291,-0.004558829,0.006811316,0.001230283,-0.000688758
19311031,10/31/1931,11/30/1931,115.0068255,417.1508136,cheap,-0.019911155,-0.000349528,0.00993167,0.00419605,-6.99E-07
19311130,11/30/1931,12/31/1931,118.2539612,434.4748402,cheap,-0.022365503,-0.00034356,0.009932133,0.003878496,-0.000680283
19311231,12/31/1931,1/31/1932,96.8144473,299.0907802,cheap,-0.00776034,0.005613124,0.012982208,0.005913376,0.00037854
19320131,1/31/1932,2/29/1932,97.29528671,299.0907802,cheap,-0.003601576,0.005077564,0.013298222,0.005679662,0.000396974
19320229,2/29/1932,3/31/1932,97.93824493,301.015672,cheap,-0.013288039,0.003852456,0.01368055,0.005595912,3.02E-05
19320331,3/31/1932,4/30/1932,99.08386941,305.5070863,cheap,-0.013801013,0.001722238,0.013357553,0.005453239,-0.000629953
19320430,4/30/1932,5/31/1932,75.95858972,163.0650896,cheap,0.016796668,0.010923486,0.016651709,0.007106791,0.001186233
19320531,5/31/1932,6/30/1932,67.70700116,111.7346403,cheap,0.04747055,0.016230783,0.017698679,0.008913031,0.002143937
19320630,6/30/1932,7/31/1932,59.12092973,59.12092973,cheap,0.071332264,0.021247127,0.019330245,0.010743266,0.00369077
19320731,7/31/1932,8/31/1932,62.17946163,76.44495637,cheap,0.071057411,0.021275505,0.019345199,0.010436242,0.003530551
19320831,8/31/1932,9/30/1932,94.21961564,268.2925106,cheap,0.031566272,0.011558571,0.012596195,0.005320232,-2.63E-05
19320930,9/30/1932,10/31/1932,104.1986571,327.9641579,cheap,0.022506032,0.009352821,0.008268389,0.005076806,-0.000771861
19321031,10/31/1932,11/30/1932,90.56407598,245.835439,cheap,0.025697223,0.013991132,0.00799719,0.006956652,0.000894707
19321130,11/30/1932,12/31/1932,90.41846396,244.5521778,cheap,0.027848952,0.016338209,0.006616073,0.006767408,0.000996718
19321231,12/31/1932,1/31/1933,88.20575035,231.7195655,cheap,0.031557502,0.01703645,0.006886058,0.006783216,0.00120234
19330131,1/31/1933,2/28/1933,93.1798634,261.8762044,cheap,0.031651313,0.017015328,0.006649657,0.006153665,0.001234681
19330228,2/28/1933,3/31/1933,83.50284108,204.129449,cheap,0.046144451,0.021620516,0.008204301,0.007302189,0.002634618
19330331,3/31/1933,4/30/1933,83.96117583,206.6959715,cheap,0.041340068,0.02226527,0.006985489,0.007174822,0.002737811
19330430,4/30/1933,5/31/1933,92.92087599,261.2345738,cheap,0.034309332,0.01949586,0.004497101,0.006090976,0.002074685
19330531,5/31/1933,6/30/1933,119.6817568,423.5671197,cheap,0.004322239,0.010960715,0.000560691,0.001321317,0.000243868
19330630,6/30/1933,7/31/1933,139.1527391,542.2687837,cheap,-0.007730227,0.007740932,-0.00156013,-0.001620566,-0.000862445
19330731,7/31/1933,8/31/1933,145.8696877,583.9747738,fair,-0.015655625,0.00783959,0.000686517,-0.001701642,-0.001033269
19330831,8/31/1933,9/30/1933,137.6100085,535.8524775,cheap,-0.014076254,0.009817812,0.001762227,-0.000752389,-0.000917033
19330930,9/30/1933,10/31/1933,136.5064165,530.7194326,cheap,-0.016638226,0.010364947,0.001130048,-0.000157316,-0.000718487
19331031,10/31/1933,11/30/1933,123.2758212,452.4404974,cheap,-0.006834652,0.014624094,0.004717256,0.001174761,5.88E-05
19331130,11/30/1933,12/31/1933,126.2969548,472.3310465,cheap,-0.00651413,0.014725738,0.004333205,0.001168352,-0.000533637
19331231,12/31/1933,1/31/1934,128.8130567,489.6550732,cheap,-0.006957792,0.013704626,0.003519294,0.000358307,-0.000584059
19340131,1/31/1934,2/28/1934,136.2303767,537.7773694,cheap,-0.012817047,0.012813791,0.002341579,-0.000277937,-0.000782072
19340228,2/28/1934,3/31/1934,145.2729037,595.5241249,fair,-0.021299045,0.011848779,0.001262994,-0.001804051,-0.001369646
19340331,3/31/1934,4/30/1934,137.8871111,551.893243,cheap,-0.02237234,0.013082904,0.002126724,-0.001187166,-0.000699969
19340430,4/30/1934,5/31/1934,140.2547364,569.2172696,cheap,-0.018335541,0.010717515,-0.000271693,-0.00184175,-0.001031097
19340531,5/31/1934,6/30/1934,126.0530766,483.238767,cheap,-0.00310044,0.012233536,0.002119686,-0.0009073,8.62E-06
19340630,6/30/1934,7/31/1934,126.8251603,490.2967038,cheap,0.000139345,0.011016397,0.002320165,-0.000807234,0.000297864
19340731,7/31/1934,8/31/1934,120.8857852,455.0070199,cheap,0.00842473,0.013774736,0.003530382,0.000366578,0.000868813
19340831,8/31/1934,9/30/1934,116.2227498,428.058534,cheap,0.017185695,0.015163653,0.003950322,0.000623345,0.00107814
19340930,9/30/1934,10/31/1934,111.8001511,401.7516788,cheap,0.022190656,0.011824712,0.005933967,0.000969844,0.001267903
19341031,10/31/1934,11/30/1934,113.5687603,414.5842911,cheap,0.023110827,0.007041127,0.005966798,0.000148799,0.001343795
19341130,11/30/1934,12/31/1934,116.8003844,436.399732,cheap,0.027679806,0.003915181,0.005207407,-0.000824593,0.001055898
19341231,12/31/1934,1/31/1935,118.4947526,448.5907137,cheap,0.026509641,0.003276861,0.004576561,-0.001864852,0.001073071
19350131,1/31/1935,2/28/1935,116.8093174,439.6078851,cheap,0.032211718,0.004804673,0.004848277,-0.001608993,0.001440827
19350228,2/28/1935,3/31/1935,112.5081354,413.3010299,cheap,0.040016141,0.005392032,0.005253983,-0.001607921,0.002030743
19350331,3/31/1935,4/30/1935,105.4215668,369.0285173,cheap,0.047828082,0.005319905,0.006251205,-0.001638036,0.002570729
19350430,4/30/1935,5/31/1935,112.5540808,413.9426605,cheap,0.042513789,0.002170572,0.005332609,-0.002986876,0.002235827
19350531,5/31/1935,6/30/1935,121.4494074,471.0477853,cheap,0.031660347,0.000527219,0.001605485,-0.003893283,0.001868223
19350630,6/30/1935,7/31/1935,127.0374074,506.3374692,cheap,0.030813678,-6.99E-05,-0.000750617,-0.003833383,0.00155483
19350731,7/31/1935,8/31/1935,133.7460616,548.6850899,cheap,0.030749664,0.003554493,-0.00093612,-0.004074429,0.000956461
19350831,8/31/1935,9/30/1935,142.8416888,607.0734759,fair,0.026343995,0.001900565,-0.001675233,-0.004991176,0.000440022
19350930,9/30/1935,10/31/1935,145.911575,626.964025,fair,0.025542412,3.26E-05,-0.001330728,-0.00511101,0.000815319
19351031,10/31/1935,11/30/1935,149.8655247,653.2708803,fair,0.027596109,0.002436702,-0.001610569,-0.004718047,0.000936299
19351130,11/30/1935,12/31/1935,162.816538,736.6828604,fair,0.023011538,0.000166783,-0.002597443,-0.005578208,0.000517122
19351231,12/31/1935,1/31/1936,162.8752169,738.6077523,fair,0.021562028,-0.000651793,-0.00340874,-0.005583707,0.000612076
19360131,1/31/1936,2/29/1936,171.9293193,798.2793996,fair,0.019046702,-0.002562259,-0.004268046,-0.005528453,0.000489721
19360229,2/29/1936,3/31/1936,181.856738,863.0840918,fair,0.01682924,-0.004134042,-0.006269091,-0.005502195,9.38E-05
19360331,3/31/1936,4/30/1936,187.1488364,899.0154063,fair,0.01379297,-0.004940707,-0.006753181,-0.0056311,-0.000486177
19360430,4/30/1936,5/31/1936,187.4663373,902.86519,fair,0.007974298,-0.008512238,-0.0074141,-0.005391533,-2.21E-05
19360531,5/31/1936,6/30/1936,177.5801289,840.6270202,fair,0.0081407,-0.005987159,-0.006982201,-0.004349066,0.000404932
19360630,6/30/1936,7/31/1936,183.8730769,881.6913797,fair,0.002096167,-0.006450733,-0.007320732,-0.004549606,-2.55E-05
19360731,7/31/1936,8/31/1936,193.4344909,943.9295494,fair,0.002149815,-0.007174162,-0.00732167,-0.004835922,-0.001162292
19360831,8/31/1936,9/30/1936,195.9510494,960.6119455,fair,0.001961269,-0.007926027,-0.007833255,-0.005517681,-0.001596798
19360930,9/30/1936,10/31/1936,198.246207,976.0110802,fair,-0.012258931,-0.006021078,-0.008188832,-0.005468531,-0.003101319
19361031,10/31/1936,11/30/1936,208.6987225,1043.382295,expensive,-0.029583555,-0.006957648,-0.009933068,-0.006183504,-0.003877166
19361130,11/30/1936,12/31/1936,214.5971364,1081.238501,expensive,-0.0389458,-0.008218102,-0.011292699,-0.007073369,-0.004337379
19361231,12/31/1936,1/31/1937,210.9726932,1057.498168,expensive,-0.038241087,-0.008396289,-0.012225127,-0.00670778,-0.004023811
19370131,1/31/1937,2/28/1937,216.0789571,1088.938069,expensive,-0.0368444,-0.009005678,-0.012504274,-0.006608871,-0.004175041
19370228,2/28/1937,3/31/1937,222.5540758,1128.719167,expensive,-0.040669285,-0.010191822,-0.013620166,-0.007034685,-0.004100295
19370331,3/31/1937,4/30/1937,220.8358921,1115.886555,expensive,-0.045661337,-0.010121676,-0.01461746,-0.006606914,-0.00452976
19370430,4/30/1937,5/31/1937,206.2916352,1020.925223,fair,-0.043976372,-0.007941681,-0.014279243,-0.006066216,-0.004271377
19370531,5/31/1937,6/30/1937,195.8032525,950.9874862,fair,-0.038219391,-0.010591208,-0.013410806,-0.005230633,-0.003982383
19370630,6/30/1937,7/31/1937,188.5568822,902.2235594,fair,-0.033119612,-0.012220976,-0.011948706,-0.004295793,-0.003416213
19370731,7/31/1937,8/31/1937,198.4895953,962.5368373,fair,-0.022235999,-0.012526693,-0.012284096,-0.004662297,-0.003408495
19370831,8/31/1937,9/30/1937,200.6174998,972.8029272,fair,-0.022603568,-0.012227142,-0.012648699,-0.004958509,-0.003770408
19370930,9/30/1937,10/31/1937,171.1264166,782.8802648,fair,-0.01318567,-0.006645708,-0.00981211,-0.003256445,-0.002842914
19371031,10/31/1937,11/30/1937,146.3336123,623.1142413,fair,0.009297553,-0.0020218,-0.006207776,-0.001097919,-0.001321351
19371130,11/30/1937,12/31/1937,134.4796494,546.1185674,cheap,0.016434612,0.00098235,-0.004622638,-0.000169509,-0.000746553
19371231,12/31/1937,1/31/1938,133.3311209,536.4941082,cheap,0.014723679,-0.000121546,-0.004481379,0.00012859,-0.000910011
19380131,1/31/1938,2/28/1938,138.8662281,568.575639,cheap,0.010110922,-0.001180844,-0.004180295,-8.22E-07,-0.00146218
19380228,2/28/1938,3/31/1938,136.6111664,552.5348736,cheap,0.011437918,-0.002501803,-0.002935064,0.00059019,-0.001670579
19380331,3/31/1938,4/30/1938,127.674469,496.0713793,cheap,0.017046245,-0.000632513,-0.001509866,0.00139251,-0.000948598
19380430,4/30/1938,5/31/1938,121.7018754,458.215173,cheap,0.01046536,-0.000356142,-0.000347731,0.002263793,-6.87E-05
19380531,5/31/1938,6/30/1938,123.7765167,471.0477853,cheap,0.012117214,-0.001610771,-7.30E-05,0.002442939,0.000156334
19380630,6/30/1938,7/31/1938,126.71803,490.2967038,cheap,0.011671245,-0.001860071,-0.00016476,0.002251153,0.000234061
19380731,7/31/1938,8/31/1938,152.0036749,649.4210966,fair,-0.0014363,-0.005507388,-0.002753055,-0.000156982,-0.001581652
19380831,8/31/1938,9/30/1938,152.957069,657.7622946,fair,-0.003135782,-0.006174659,-0.003596294,-0.000185925,-0.001910214
19380930,9/30/1938,10/31/1938,146.0829364,617.9811964,fair,0.007381368,-0.00516652,-0.002567023,0.001150769,-0.001617173
19381031,10/31/1938,11/30/1938,163.6057649,732.1914461,fair,-0.00058694,-0.009793113,-0.004599704,0.00029327,-0.002298496
19381130,11/30/1938,12/31/1938,163.7970599,737.9661216,fair,-0.002143118,-0.011317436,-0.005400478,0.000667267,-0.002711215
19381231,12/31/1938,1/31/1939,159.0979125,712.9425276,fair,-0.001671459,-0.012536076,-0.004687411,0.001153734,-0.002483935
19390131,1/31/1939,2/28/1939,156.7797795,702.6764378,fair,-0.000283556,-0.011929298,-0.003905723,0.001797712,-0.002229044
19390228,2/28/1939,3/31/1939,156.709489,706.5262214,fair,-0.001344099,-0.012956487,-0.004002285,0.001905778,-0.002476188
19390331,3/31/1939,4/30/1939,156.6538758,711.0176358,fair,-0.001749937,-0.01482407,-0.003526661,0.001422907,-0.002389544
19390430,4/30/1939,5/31/1939,137.9868959,594.8824942,fair,0.009685969,-0.012628401,-0.0017905,0.003616465,-0.001372729
19390531,5/31/1939,6/30/1939,143.1487391,632.09707,fair,-0.005671447,-0.013650617,-0.002102452,0.0031444,-0.001699779
19390630,6/30/1939,7/31/1939,145.7684383,653.2708803,fair,-0.015214561,-0.012765054,-0.001724437,0.002728178,-0.002349517
19390731,7/31/1939,8/31/1939,149.406248,681.5026274,fair,-0.01390778,-0.012582727,-0.001792756,0.001414223,-0.002020483
19390831,8/31/1939,9/30/1939,147.3083353,671.8781682,fair,-0.010942076,-0.012501382,-0.001794042,0.001115729,-0.001638423
19390930,9/30/1939,10/31/1939,159.6128086,757.2150401,fair,-0.014132821,-0.014418749,-0.003398162,-0.001849994,-0.002227876
19391031,10/31/1939,11/30/1939,162.4574919,780.9553729,fair,-0.014776012,-0.013249831,-0.003279209,-0.00255696,-0.002086916
19391130,11/30/1939,12/31/1939,159.6383281,766.8394994,fair,-0.011344444,-0.012468228,-0.003095611,-0.002674212,-0.001855886
19391231,12/31/1939,1/31/1940,155.9385957,746.3073197,fair,-0.01341686,-0.011819705,-0.002430419,-0.002149892,-0.001364658
19400131,1/31/1940,2/29/1940,156.2472167,752.7236258,fair,-0.013369898,-0.010242946,-0.001966624,-0.002104768,-0.001170701
19400229,2/29/1940,3/31/1940,154.2021678,742.457536,fair,-0.017599229,-0.008256379,-0.001192497,-0.001489641,-0.000893739
19400331,3/31/1940,4/30/1940,153.3985619,739.2493829,fair,-0.017193848,-0.007615213,-0.001109747,-0.002133225,-0.000812733
19400430,4/30/1940,5/31/1940,154.9946109,752.0819952,fair,-0.021219754,-0.007296662,-0.000860955,-0.00269839,-0.000661347
19400531,5/31/1940,6/30/1940,133.7305376,608.9983678,fair,-0.01127808,-0.002270181,0.002130962,-0.00115003,0.00081438
19400630,6/30/1940,7/31/1940,121.4429477,525.5863877,cheap,-0.002036898,0.000906506,0.003860277,0.000357257,0.001721983
19400731,7/31/1940,8/31/1940,126.4409914,559.5928103,cheap,-0.001178084,0.000526269,0.002849041,0.000499304,0.000659985
19400831,8/31/1940,9/30/1940,129.1820944,577.5584676,fair,-0.00444612,-0.001301204,0.002555277,-0.000146094,0.000906931
19400930,9/30/1940,10/31/1940,134.7144142,613.4897821,fair,-0.008748108,-0.002027887,0.002961367,-0.001213145,0.000817889
19401031,10/31/1940,11/30/1940,136.0611257,621.1893495,fair,-0.014016388,-0.00254519,0.003483168,-0.001021158,0.001010914
19401130,11/30/1940,12/31/1940,139.3205613,641.0798986,fair,-0.020464746,-0.004504943,0.003631686,-0.001487511,0.00076873
19401231,12/31/1940,1/31/1941,132.7489824,594.2408636,fair,-0.022519909,-0.002782912,0.004632892,-0.001247924,0.0010432
19410131,1/31/1941,2/28/1941,133.086688,593.599233,fair,-0.022134441,-0.001958388,0.005247487,-0.001582752,0.001490217
19410228,2/28/1941,3/31/1941,124.8451004,535.8524775,cheap,-0.019926133,-0.000356033,0.006456755,-0.00131434,0.002235314
19410331,3/31/1941,4/30/1941,124.8001098,533.2859551,cheap,-0.025528424,0.000436826,0.005780827,-0.001084062,0.002070681
19410430,4/30/1941,5/31/1941,120.1514831,499.2795324,cheap,-0.026351419,0.000860428,0.007369808,5.44E-05,0.002503589
19410531,5/31/1941,6/30/1941,116.8031333,474.2559384,cheap,-0.024002325,0.002145756,0.007792065,0.000913665,0.002716641
19410630,6/30/1941,7/31/1941,118.5105292,481.9555058,cheap,-0.021043702,0.002876425,0.007269741,0.001131546,0.002456085
19410731,7/31/1941,8/31/1941,124.6660697,519.1700815,cheap,-0.022662318,0.002040695,0.004997086,0.000100806,0.002185638
19410831,8/31/1941,9/30/1941,122.4704226,501.2044243,cheap,-0.022115949,0.002139328,0.00463966,-8.26E-05,0.002696308
19410930,9/30/1941,10/31/1941,121.2894448,489.6550732,cheap,-0.020375319,0.001963373,0.001986195,-9.60E-05,0.002930571
19411031,10/31/1941,11/30/1941,114.9971778,444.7409301,cheap,-0.010957093,0.004132118,0.002178736,0.000913482,0.003305304
19411130,11/30/1941,12/31/1941,108.9839383,401.7516788,cheap,-0.005595493,0.005443711,0.002617942,0.000977165,0.003459661
19411231,12/31/1941,1/31/1942,101.3136441,349.1379682,cheap,0.000477654,0.007928225,0.004177504,0.001824125,0.004294266
19420131,1/31/1942,2/28/1942,102.042298,349.7795989,cheap,0.004775499,0.008557073,0.004154192,0.001928208,0.004512439
19420228,2/28/1942,3/31/1942,98.29372361,322.831113,cheap,0.012756225,0.010520959,0.005419575,0.002015368,0.004739407
19420331,3/31/1942,4/30/1942,91.86978988,279.2002311,cheap,0.019876632,0.012391179,0.005557939,0.002939538,0.005328584
19420430,4/30/1942,5/31/1942,87.57856514,249.6852227,cheap,0.025681188,0.014422132,0.005736488,0.00345113,0.005676311
19420531,5/31/1942,6/30/1942,87.57205997,247.7603309,cheap,0.028469863,0.015311738,0.005446039,0.003422009,0.005678218
19420630,6/30/1942,7/31/1942,92.06339252,273.4255555,cheap,0.025800118,0.014127328,0.00511628,0.002114284,0.005460028
19420731,7/31/1942,8/31/1942,94.98233284,288.8246903,cheap,0.02541921,0.012695203,0.005467105,0.002506193,0.005378135
19420831,8/31/1942,9/30/1942,93.92326958,279.8418617,cheap,0.022658458,0.013112818,0.005107882,0.003017131,0.005509474
19420930,9/30/1942,10/31/1942,94.98091451,284.333276,cheap,0.023039766,0.01464342,0.004126282,0.002996783,0.005287459
19421031,10/31/1942,11/30/1942,100.8286425,317.6980681,cheap,0.017337911,0.014129774,0.003565074,0.002697191,0.004617856
19421130,11/30/1942,12/31/1942,101.9063849,321.5478517,cheap,0.01254541,0.014739557,0.003129533,0.00269226,0.004794512
19421231,12/31/1942,1/31/1943,101.896026,318.9813293,cheap,0.013693518,0.015068904,0.002661358,0.003116077,0.005129583
19430131,1/31/1943,2/28/1943,108.0607319,352.9877519,cheap,0.011483778,0.014532126,0.001255935,0.002717404,0.004720265
19430228,2/28/1943,3/31/1943,114.5526877,388.9190664,cheap,0.006101811,0.013151228,-0.000406094,0.002261678,0.004167787
19430331,3/31/1943,4/30/1943,116.6166231,397.9018951,cheap,0.00696227,0.011518642,-0.000387329,0.002102616,0.004033902
19430430,4/30/1943,5/31/1943,119.1890075,410.0928768,cheap,0.003251515,0.012506423,0.000210249,0.002182359,0.003435654
19430531,5/31/1943,6/30/1943,123.2358935,430.6250565,cheap,0.001969731,0.011497596,0.000385624,0.002136335,0.003174908
19430630,6/30/1943,7/31/1943,125.4715204,440.8911464,cheap,0.003872858,0.010530763,0.000632881,0.002071473,0.002694667
19430731,7/31/1943,8/31/1943,128.85934,456.9319118,cheap,0.003365192,0.007409512,-0.00041025,0.000717292,0.002594921
19430831,8/31/1943,9/30/1943,123.2703197,421.0005973,cheap,0.005875476,0.00755193,-0.000224134,0.001853274,0.002972648
19430930,9/30/1943,10/31/1943,125.2301399,429.3417953,cheap,0.003225671,0.002422175,-0.000667323,0.002037508,0.002454367
19431031,10/31/1943,11/30/1943,124.1483719,419.717336,cheap,0.006015535,0.001504287,2.71E-06,0.002534959,0.002747655
19431130,11/30/1943,12/31/1943,118.4628627,383.7860215,cheap,0.009381217,0.002046598,-2.20E-05,0.003028876,0.003356365
19431231,12/31/1943,1/31/1944,120.0940467,390.8439583,cheap,0.009613503,0.002238783,-0.00028046,0.002682962,0.003358811
19440131,1/31/1944,2/29/1944,124.0269325,410.7345074,cheap,0.009411941,0.001503895,-0.000552365,0.002968191,0.003304101
19440229,2/29/1944,3/31/1944,123.2551502,404.3182012,cheap,0.012704841,0.002746614,-0.000950092,0.003345892,0.003542019
19440331,3/31/1944,4/30/1944,126.7781963,421.6422279,cheap,0.010334634,0.000316931,-0.001252427,0.002770904,0.003486046
19440430,4/30/1944,5/31/1944,123.9314657,403.6765706,cheap,0.014333693,-8.34E-05,-0.000954959,0.003207801,0.004036761
19440531,5/31/1944,6/30/1944,126.1834915,413.9426605,cheap,0.015495619,-0.0010698,-0.001297106,0.002961306,0.004185233
19440630,6/30/1944,7/31/1944,131.4403459,441.532777,cheap,0.012709008,-0.001363859,-0.002974598,0.002275939,0.003915593
19440731,7/31/1944,8/31/1944,134.1694731,455.0070199,cheap,0.009301208,-0.000482958,-0.00224821,0.002247756,0.004078639
19440831,8/31/1944,9/30/1944,132.2753027,442.1744076,cheap,0.010804519,-0.000998174,-0.001482804,0.002935014,0.004365155
19440930,9/30/1944,10/31/1944,130.172594,428.7001646,cheap,0.017664824,-0.00187801,-0.001057591,0.003345084,0.00472663
19441031,10/31/1944,11/30/1944,133.4415855,444.7409301,cheap,0.019035875,-0.001842691,-0.000894622,0.002950955,0.004715236
19441130,11/30/1944,12/31/1944,132.5783937,438.3246239,cheap,0.022292043,-0.002092988,-0.000616161,0.002609353,0.005093186
19441231,12/31/1944,1/31/1945,134.7791072,448.5907137,cheap,0.021899692,-0.003333411,-0.000298897,0.002736855,0.00536361
19450131,1/31/1945,2/28/1945,138.8566403,469.1228935,cheap,0.022700658,-0.004872014,-0.000374779,0.002779024,0.00526749
19450228,2/28/1945,3/31/1945,143.5544906,493.5048569,cheap,0.020647032,-0.006945707,-0.000594981,0.002261599,0.005267812
19450331,3/31/1945,4/30/1945,143.5171698,492.2215956,cheap,0.017259022,-0.006411183,-0.000515718,0.002301758,0.005207658
19450430,4/30/1945,5/31/1945,147.1912899,512.1121448,cheap,0.019934061,-0.005511321,-0.00046174,0.001928102,0.005283216
19450531,5/31/1945,6/30/1945,151.9702162,538.419,cheap,0.017027439,-0.005179077,-0.000502201,0.001549567,0.004984909
19450630,6/30/1945,7/31/1945,153.0953911,544.1936756,cheap,0.015010422,-0.004472487,-0.000416311,0.00174547,0.005396376
