obsDate,date,next_date,SPRealIndex,SPRealValuation,SPValuationLevel,sp12fwd,sp36fwd,sp60fwd,sp84fwd,sp120fwd
20000831,8/31/2000,9/30/2000,2033.784091,2452.403128,expensive,-0.021401766,-0.012968967,-0.005199613,-0.002289019,-0.004363803
20000930,9/30/2000,10/31/2000,1999.749976,2390.164958,expensive,-0.03040522,-0.011758771,-0.005095354,-0.001775954,-0.00396381
20001031,10/31/2000,11/30/2000,1890.584136,2227.832412,expensive,-0.022923605,-0.00964404,-0.004658453,-0.000797437,-0.003145035
20001130,11/30/2000,12/31/2000,1873.274201,2189.976206,expensive,-0.017993447,-0.009011753,-0.00374464,-0.001361027,-0.002878288
20001231,12/31/2000,1/31/2001,1810.498082,2093.089983,expensive,-0.013694312,-0.007228743,-0.00277655,-0.000816908,-0.002315776
20010131,1/31/2001,2/28/2001,1805.695455,2074.482695,expensive,-0.013994182,-0.005983406,-0.002637412,-0.001679215,-0.00206044
20010228,2/28/2001,3/31/2001,1758.483894,2000.695174,expensive,-0.015044344,-0.005128187,-0.002253615,-0.001603923,-0.0016327
20010331,3/31/2001,4/30/2001,1593.603959,1776.124459,expensive,-0.003368403,-0.003042169,-0.000480095,-0.00087004,-0.000997199
20010430,4/30/2001,5/31/2001,1592.844532,1765.858369,expensive,-0.006861191,-0.002882351,-0.000502189,-0.000459613,-0.000874396
20010531,5/31/2001,6/30/2001,1693.212206,1887.768186,expensive,-0.014426694,-0.005496914,-0.001756509,-0.001003339,-0.001378799
20010630,6/30/2001,7/31/2001,1648.432666,1823.605124,expensive,-0.01742142,-0.004090752,-0.001822485,-0.00133879,-0.001468805
20010731,7/31/2001,8/31/2001,1607.566187,1765.216738,expensive,-0.025015834,-0.004012717,-0.00135639,-0.001868683,-0.001023679
20010831,8/31/2001,9/30/2001,1573.145229,1716.452811,expensive,-0.022652673,-0.003849229,-0.000673103,-0.001334324,-0.001794079
20010930,9/30/2001,10/31/2001,1388.410435,1477.124591,expensive,-0.016555576,0.000289889,0.001885262,-0.000442972,-0.000844718
20011031,10/31/2001,11/30/2001,1435.915453,1535.512978,expensive,-0.020756978,-0.000796808,0.001985571,-0.003433927,-0.000872687
20011130,11/30/2001,12/31/2001,1509.481848,1627.266156,expensive,-0.019680774,-0.00093736,0.001486633,-0.004897995,-0.001148769
20011231,12/31/2001,1/31/2002,1536.136106,1658.706056,expensive,-0.021930713,-0.000606935,0.001503133,-0.005052931,-0.00115827
20020131,1/31/2002,2/28/2002,1526.558149,1644.590182,expensive,-0.022072443,-0.000902276,0.001650311,-0.005189923,-0.000765769
20020228,2/28/2002,3/31/2002,1468.027833,1568.236139,expensive,-0.025096389,0.000453654,0.002455759,-0.005639892,-0.000148817
20020331,3/31/2002,4/30/2002,1530.473635,1645.231813,expensive,-0.028101195,-0.001025034,0.001170963,-0.006893707,-0.00033392
20020430,4/30/2002,5/31/2002,1466.952526,1563.103094,expensive,-0.020206016,-0.000746356,0.002430838,-0.005063555,-2.11E-05
20020531,5/31/2002,6/30/2002,1424.053118,1506.6396,expensive,-0.013388945,0.000440054,0.003359091,-0.004002808,-3.81E-05
20020630,6/30/2002,7/31/2002,1337.454128,1394.995873,expensive,-0.003728776,0.002732806,0.004409023,-0.003045766,0.000387411
20020731,7/31/2002,8/31/2002,1190.688067,1206.998102,expensive,0.00626295,0.006296263,0.00642498,-0.001515788,0.001596919
20020831,8/31/2002,9/30/2002,1198.708673,1215.3393,expensive,0.005147538,0.006018791,0.005606261,-0.000714566,0.001759871
20020930,9/30/2002,10/31/2002,1138.250703,1137.060365,expensive,0.011684483,0.007161341,0.006905823,0.000300388,0.002389743
20021031,10/31/2002,11/30/2002,1119.317196,1110.75351,expensive,0.014748462,0.006796106,0.007619705,0.000751734,0.002502119
20021130,11/30/2002,12/31/2002,1191.957788,1199.940165,expensive,0.010638962,0.006317006,0.005629406,0.000222733,0.001764669
20021231,12/31/2002,1/31/2003,1180.69316,1183.8994,expensive,0.013938795,0.007247424,0.005981334,0.000600741,0.002032493
20030131,1/31/2003,2/28/2003,1171.337563,1171.066788,expensive,0.018116406,0.007626522,0.004862424,0.000797871,0.002409657
20030228,2/28/2003,3/31/2003,1086.284572,1062.631213,expensive,0.024756172,0.009624219,0.005782655,0.001324389,0.003149346
20030331,3/31/2003,4/30/2003,1092.384487,1069.04752,expensive,0.022343092,0.009689708,0.005075864,0.001879482,0.003292246
20030430,4/30/2003,5/31/2003,1151.096471,1140.910149,expensive,0.018420156,0.008185421,0.004769984,0.001696625,0.002972449
20030531,5/31/2003,6/30/2003,1212.688479,1215.3393,expensive,0.011324896,0.006344364,0.004158453,0.000328076,0.002883943
20030630,6/30/2003,7/31/2003,1278.928459,1294.901496,expensive,0.008877939,0.00401259,0.002355734,-0.00074057,0.002314728
20030731,7/31/2003,8/31/2003,1283.623262,1297.468019,expensive,0.006714733,0.003990312,0.001134421,-0.000823484,0.002535628
20030831,8/31/2003,9/30/2003,1275.088165,1282.710515,expensive,0.005957447,0.004713207,0.001632973,-0.000675875,0.002589934
20030930,9/30/2003,10/31/2003,1309.579917,1321.208352,expensive,0.005740759,0.0047658,0.000354058,-0.000623112,0.002444321
20031031,10/31/2003,11/30/2003,1336.027149,1349.440099,expensive,0.003618091,0.005312124,-0.003605795,-0.000359746,0.002461612
20031130,11/30/2003,12/31/2003,1354.2729,1366.764125,expensive,0.006229732,0.005491659,-0.00504883,-0.00024966,0.002669386
20031231,12/31/2003,1/31/2004,1395.659726,1411.036638,expensive,0.006171114,0.005169195,-0.005475719,-0.000210218,0.002533373
20040131,1/31/2004,2/29/2004,1455.781955,1476.482961,expensive,0.00124921,0.004069197,-0.006474685,-0.000379168,0.002219509
20040229,2/29/2004,3/31/2004,1462.046673,1475.84133,expensive,0.001701178,0.004206337,-0.007827805,-0.000134634,0.00213024
20040331,3/31/2004,4/30/2004,1428.292977,1427.077403,expensive,0.002683003,0.003870973,-0.008499569,-0.000120783,0.002483508
20040430,4/30/2004,5/31/2004,1435.849712,1427.719034,expensive,-0.000453206,0.004646684,-0.006731805,-1.38E-05,0.002417046
20040531,5/31/2004,6/30/2004,1389.214578,1363.555972,expensive,0.003384211,0.006286501,-0.005191122,0.000386108,0.002778028
20040630,6/30/2004,7/31/2004,1422.701967,1395.637503,expensive,0.003049256,0.005631984,-0.005293904,-0.000345114,0.002814616
20040731,7/31/2004,8/31/2004,1391.334766,1350.72336,expensive,0.005911106,0.006382406,-0.004717639,0.000257337,0.003115839
20040831,8/31/2004,9/30/2004,1369.580779,1316.716937,expensive,0.006951388,0.005642106,-0.003221389,-0.0009133,0.003213704
20040930,9/30/2004,10/31/2004,1402.975746,1348.798468,expensive,0.004058782,0.005701291,-0.003064506,-0.001330978,0.003141907
20041031,10/31/2004,11/30/2004,1395.311227,1332.116072,expensive,0.002021765,0.006577324,-0.002620883,-0.000905207,0.002972865
20041130,11/30/2004,12/31/2004,1459.394311,1400.128918,expensive,0.002082325,0.003759446,-0.003061912,-0.001239372,0.003094625
20041231,12/31/2004,1/31/2005,1502.936101,1443.118169,expensive,0.001632364,0.003265588,-0.003180945,-0.001394556,0.002938045
20050131,1/31/2005,2/28/2005,1477.769275,1407.828485,expensive,0.003513951,0.001648835,-0.002756104,-0.000707266,0.003013208
20050228,2/28/2005,3/31/2005,1492.199829,1417.452944,expensive,0.002415307,0.000818641,-0.003437325,-0.000407018,0.003116791
20050331,3/31/2005,4/30/2005,1475.026626,1391.78772,expensive,0.004043031,0.000117742,-0.002373943,-3.77E-05,0.003156579
20050430,4/30/2005,5/31/2005,1428.062075,1332.116072,expensive,0.006589315,0.001960989,-0.001218115,0.000289794,0.003470312
20050531,5/31/2005,6/30/2005,1446.792539,1347.515207,expensive,0.004323985,0.002027719,-0.002482515,-0.000243084,0.00338864
20050630,6/30/2005,7/31/2005,1475.724315,1374.463693,expensive,0.000110575,-4.95E-05,-0.003422237,-0.000617759,0.003146102
20050731,7/31/2005,8/31/2005,1493.611218,1388.579566,expensive,-0.000654904,-0.002317912,-0.003678045,-0.000417085,0.003026327
20050831,8/31/2005,9/30/2005,1488.726934,1376.388585,expensive,0.001230787,-0.001581323,-0.003527992,-6.54E-05,0.002848364
20050930,9/30/2005,10/31/2005,1472.999642,1352.648252,expensive,0.00449786,-0.002676417,-0.002832265,0.000344772,0.002552257
20051031,10/31/2005,11/30/2005,1429.577114,1298.10965,expensive,0.010296515,-0.00788961,-0.001631616,0.000661839,0.003144775
20051130,11/30/2005,12/31/2005,1496.32094,1365.480864,expensive,0.008162921,-0.011185402,-0.002011935,-0.000186332,0.003010458
20051231,12/31/2005,1/31/2006,1532.666406,1398.204026,expensive,0.007704107,-0.011727358,-0.001855001,-0.000202478,0.002733742
20060131,1/31/2006,2/28/2006,1541.415453,1400.128918,expensive,0.00744443,-0.012378862,-0.001483468,0.000173858,0.002105834
20060228,2/28/2006,3/31/2006,1536.082146,1386.013044,expensive,0.008502527,-0.014418503,-0.001011784,0.0003744,0.002067975
20060331,3/31/2006,4/30/2006,1548.353975,1391.146089,expensive,0.004886886,-0.01640796,-0.001514302,0.000550476,0.002466692
20060430,4/30/2006,5/31/2006,1545.56588,1379.596738,expensive,0.007803943,-0.013265044,-0.001246603,0.000738317,0.002662073
20060531,5/31/2006,6/30/2006,1523.845207,1347.515207,expensive,0.011151308,-0.011221268,-0.001001088,0.001400906,0.002707925
20060630,6/30/2006,7/31/2006,1477.683748,1289.768452,expensive,0.013736122,-0.009876451,-0.001115126,0.001587073,0.003012393
20060731,7/31/2006,8/31/2006,1481.919161,1286.560298,expensive,0.013891016,-0.0096148,-0.000690969,0.001912192,0.003259773
20060831,8/31/2006,9/30/2006,1510.877783,1309.01737,expensive,0.008744143,-0.008096373,-0.002915055,0.001679959,0.003177638
20060930,9/30/2006,10/31/2006,1554.688521,1346.873576,expensive,0.008547232,-0.007959724,-0.003574697,0.001449401,0.002870124
20061031,10/31/2006,11/30/2006,1617.589151,1404.620332,expensive,0.007413692,-0.008474231,-0.003730945,0.001239964,0.002474105
20061130,11/30/2006,12/31/2006,1650.312137,1429.643926,expensive,0.001033092,-0.008518269,-0.003784171,0.001459841,0.002406937
20061231,12/31/2006,1/31/2007,1681.116653,1452.100997,expensive,0.000460292,-0.008413732,-0.003819673,0.001403735,0.002560269
20070131,1/31/2007,2/28/2007,1685.452842,1447.609583,expensive,-0.006011877,-0.0082463,-0.003181848,0.001426786,0.002597065
20070228,2/28/2007,3/31/2007,1701.083553,1454.66752,expensive,-0.008461911,-0.009368153,-0.002753392,0.001240484,0.002693905
20070331,3/31/2007,4/30/2007,1641.868701,1384.729783,expensive,-0.00857669,-0.006933211,-0.001838803,0.00188888,0.003115029
20070430,4/30/2007,5/31/2007,1697.297741,1432.852079,expensive,-0.008510289,-0.006827945,-0.00247294,0.001461487,0.002788797
20070531,5/31/2007,6/30/2007,1742.032577,1469.425024,expensive,-0.009392137,-0.009295956,-0.003435376,0.001274396,0.002692855
20070630,6/30/2007,7/31/2007,1742.479836,1461.083826,expensive,-0.013995224,-0.010319295,-0.003634202,0.001607172,0.002818155
20070731,7/31/2007,8/31/2007,1750.725314,1460.442195,expensive,-0.020189847,-0.010542112,-0.003231142,0.001715881,0.002854737
20070831,8/31/2007,9/30/2007,1678.030037,1379.596738,expensive,-0.014718898,-0.009204963,-0.002086519,0.00217296,0.003192055
20070930,9/30/2007,10/31/2007,1722.612451,1416.811314,expensive,-0.021074342,-0.009068806,-0.002126337,0.002045028,0.003086054
20071031,10/31/2007,11/30/2007,1768.092302,1454.66752,expensive,-0.041379039,-0.008622763,-0.002615467,0.001428097,0.00301144
20071130,11/30/2007,12/31/2007,1670.898563,1352.648252,expensive,-0.04275222,-0.006418563,-0.002100068,0.002809701,NA
20071231,12/31/2007,1/31/2008,1690.427993,1367.405756,expensive,-0.043346473,-0.005813134,-0.001916349,0.00279767,NA
20080131,1/31/2008,2/29/2008,1568.142428,1242.929417,expensive,-0.038569138,-0.002949963,-4.31E-05,0.00359794,NA
20080229,2/29/2008,3/31/2008,1536.830996,1209.564625,expensive,-0.043296126,-0.001699846,0.000516037,0.004101712,NA
20080331,3/31/2008,4/30/2008,1481.292132,1152.4595,expensive,-0.045534077,-0.001293903,0.001508627,0.004458938,NA
20080430,4/30/2008,5/31/2008,1532.520786,1200.581796,expensive,-0.039088787,-0.001842224,0.001174914,0.004117165,NA
20080531,5/31/2008,6/30/2008,1556.355595,1222.397237,expensive,-0.035422976,-0.002254871,0.001609434,0.003971892,NA
20080630,6/30/2008,7/31/2008,1473.096444,1140.268518,expensive,-0.029370251,-0.001772176,0.002273723,0.004515649,NA
20080731,7/31/2008,8/31/2008,1374.035469,1043.382295,expensive,-0.022545568,0.000947995,0.003936835,0.005316715,NA
20080831,8/31/2008,9/30/2008,1406.344425,1074.822195,expensive,-0.018314365,-0.002866841,0.003546894,0.004746802,NA
20080930,9/30/2008,10/31/2008,1337.697561,1008.092611,fair,-0.011352061,-0.001782125,0.004534584,0.004793117,NA
20081031,10/31/2008,11/30/2008,1076.110018,753.3652564,fair,0.008542653,0.00510354,0.008529019,0.007873797,NA
20081130,11/30/2008,12/31/2008,1000.334955,680.8609968,fair,0.016164322,0.007599425,0.010387603,0.009094398,NA
20081231,12/31/2008,1/31/2009,1004.835729,688.5605642,fair,0.017644987,0.007929272,0.010542466,0.008931356,NA
20090131,1/31/2009,2/28/2009,987.1454279,675.0863213,fair,0.019842114,0.009557258,0.010913703,0.008313561,NA
20090228,2/28/2009,3/31/2009,914.0856475,607.7151066,fair,0.023653578,0.012663692,0.012088284,0.009133608,NA
20090331,3/31/2009,4/30/2009,857.7057751,556.3846573,cheap,0.033311132,0.014972251,0.013466585,0.010555829,NA
20090430,4/30/2009,5/31/2009,958.7245315,662.8953396,fair,0.027115241,0.011744792,0.011565897,0.00948798,NA
20090531,5/31/2009,6/30/2009,1017.421234,728.3416624,fair,0.016927245,0.009212745,0.010747177,0.00867758,NA
20090630,6/30/2009,7/31/2009,1035.54059,752.7236258,fair,0.012407591,0.008398155,0.010923136,0.008536183,NA
20090731,7/31/2009,8/31/2009,1048.337093,772.6141749,fair,0.011109078,0.008859902,0.010949317,0.008777447,NA
20090831,8/31/2009,9/30/2009,1128.874766,862.4424612,fair,0.005418374,0.007533556,0.009648797,0.008009357,NA
20090930,9/30/2009,10/31/2009,1167.337096,909.9231268,fair,0.005219985,0.007264906,0.00934832,0.007511488,NA
20091031,10/31/2009,11/30/2009,1192.27654,943.9295494,fair,0.006968096,0.006586351,0.008566613,0.007166249,NA
20091130,11/30/2009,12/31/2009,1214.468782,972.8029272,fair,0.007332209,0.00536252,0.009251162,0.007089168,NA
20091231,12/31/2009,1/31/2010,1241.80245,1005.526089,fair,0.008262084,0.005373247,0.009057035,0.007263412,NA
20100131,1/31/2010,2/28/2010,1252.532447,1019.000332,fair,0.009877134,0.006170493,0.00878252,0.007244222,NA
20100228,2/28/2010,3/31/2010,1214.110772,979.8608639,fair,0.014543009,0.007407578,0.009670906,0.007863358,NA
20100331,3/31/2010,4/30/2010,1279.20582,1049.15697,expensive,0.008341236,0.006588693,0.008687102,0.007421417,NA
20100430,4/30/2010,5/31/2010,1327.412294,1100.48742,expensive,0.006446875,0.005949371,0.00815874,0.006910258,NA
20100531,5/31/2010,6/30/2010,1246.572971,1015.792178,fair,0.011731118,0.008847633,0.009259795,0.007830917,NA
20100630,6/30/2010,7/31/2010,1201.793093,968.3115128,fair,0.011646133,0.009443758,0.00971444,0.008448491,NA
20100731,7/31/2010,8/31/2010,1197.833037,963.8200985,fair,0.014280476,0.010373556,0.0097307,0.008596244,NA
20100831,8/31/2010,9/30/2010,1204.713572,970.2364047,fair,0.004295469,0.010210154,0.00922472,0.008505062,NA
20100930,9/30/2010,10/31/2010,1242.797628,1009.375872,fair,0.000785701,0.009601665,0.007936779,0.00829528,NA
20101031,10/31/2010,11/30/2010,1296.258052,1064.556105,expensive,-0.000200129,0.009044782,0.007921166,0.007997527,NA
20101130,11/30/2010,12/31/2010,1326.167584,1094.071114,expensive,-0.000698255,0.009480495,0.008032851,NA,NA
20101231,12/31/2010,1/31/2011,1371.231059,1138.985257,expensive,-0.002119255,0.008935086,0.007322484,NA,NA
20110131,1/31/2011,2/28/2011,1410.145748,1176.199832,expensive,-0.001047474,0.008283089,0.005695136,NA,NA
20110228,2/28/2011,3/31/2011,1445.605184,1208.922994,expensive,-0.000205512,0.007414945,0.005147734,NA,NA
20110331,3/31/2011,4/30/2011,1413.875148,1171.066788,expensive,0.003264384,0.008560186,0.006447686,NA,NA
20110430,4/30/2011,5/31/2011,1434.18092,1186.465922,expensive,0.001672261,0.008089123,0.006570749,NA,NA
20110531,5/31/2011,6/30/2011,1435.00965,1181.332877,expensive,-0.001020128,0.008359174,0.006416939,NA,NA
20110630,6/30/2011,7/31/2011,1382.050529,1119.736338,expensive,0.00114074,0.010187319,0.007139911,NA,NA
20110731,7/31/2011,8/31/2011,1421.737665,1152.4595,expensive,0.001190153,0.009785676,0.007210515,NA,NA
20110831,8/31/2011,9/30/2011,1268.439581,988.2020619,fair,0.012886826,0.01284338,0.009270331,NA,NA
20110930,9/30/2011,10/31/2011,1254.570648,965.7449904,fair,0.015789031,0.013578638,0.009314946,NA,NA
20111031,10/31/2011,11/30/2011,1293.148762,995.2599987,fair,0.012991085,0.012021699,0.008679155,NA,NA
20111130,11/30/2011,12/31/2011,1315.101972,1007.45098,fair,0.009453606,0.013207285,0.008598044,NA,NA
20111231,12/31/2011,1/31/2012,1336.798883,1018.358701,fair,0.009976913,0.013047448,0.008940211,NA,NA
20120131,1/31/2012,2/29/2012,1392.53159,1062.631213,expensive,0.009681818,0.011694314,0.008375979,NA,NA
20120229,2/29/2012,3/31/2012,1442.044514,1100.48742,expensive,0.007885235,0.011339011,0.008141202,NA,NA
20120331,3/31/2012,4/30/2012,1470.359421,1116.528185,expensive,0.008160459,0.010609964,0.00806886,NA,NA
20120430,4/30/2012,5/31/2012,1463.251527,1099.204159,expensive,0.009728978,0.010891521,0.008050534,NA,NA
20120531,5/31/2012,6/30/2012,1417.550007,1045.307187,expensive,0.015831911,0.011862661,0.008821087,NA,NA
20120630,6/30/2012,7/31/2012,1401.099328,1020.283593,fair,0.015544401,0.011928443,0.009270513,NA,NA
20120731,7/31/2012,8/31/2012,1442.188376,1049.15697,expensive,0.015650038,0.011060957,0.008940615,NA,NA
20120831,8/31/2012,9/30/2012,1480.573297,1075.463826,expensive,0.013448166,0.009647103,0.008470628,NA,NA
20120930,9/30/2012,10/31/2012,1516.282746,1099.204159,expensive,0.012230262,0.007703054,0.008298445,NA,NA
20121031,10/31/2012,11/30/2012,1511.304471,1086.371546,expensive,0.01434339,0.008938292,0.008638346,NA,NA
20121130,11/30/2012,12/31/2012,1473.082996,1042.740664,expensive,0.019686133,0.010469634,NA,NA,NA
20121231,12/31/2012,1/31/2013,1506.819018,1064.556105,expensive,0.018947599,0.009584921,NA,NA,NA
20130131,1/31/2013,2/28/2013,1564.091585,1106.903726,expensive,0.016214923,0.006613779,NA,NA,NA
20130228,2/28/2013,3/31/2013,1585.159016,1116.528185,expensive,0.01456511,0.006019649,NA,NA,NA
20130331,3/31/2013,4/30/2013,1621.630915,1140.268518,expensive,0.014255716,0.006937863,NA,NA,NA
20130430,4/30/2013,5/31/2013,1644.454583,1151.817869,expensive,0.012866129,0.007150835,NA,NA,NA
20130531,5/31/2013,6/30/2013,1714.142519,1203.789949,expensive,0.010265741,0.005757638,NA,NA,NA
20130630,6/30/2013,7/31/2013,1688.414597,1172.991679,expensive,0.013876815,0.006338138,NA,NA,NA
20130731,7/31/2013,8/31/2013,1740.133998,1208.922994,expensive,0.012516838,0.006404128,NA,NA,NA
20130831,8/31/2013,9/30/2013,1739.864729,1200.581796,expensive,0.01219515,0.006672221,NA,NA,NA
20130930,9/30/2013,10/31/2013,1755.976164,1205.714841,expensive,0.01271662,0.006185145,NA,NA,NA
20131031,10/31/2013,11/30/2013,1795.159452,1230.738435,expensive,0.008730622,0.005353766,NA,NA,NA
20131130,11/30/2013,12/31/2013,1865.615592,1282.710515,expensive,0.010482115,0.004616827,NA,NA,NA
20131231,12/31/2013,1/31/2014,1891.503483,1296.826388,expensive,0.010217832,0.005258847,NA,NA,NA
20140131,1/31/2014,2/28/2014,1900.05775,1296.826388,expensive,0.0091862,0.005327718,NA,NA,NA
20140228,2/28/2014,3/31/2014,1887.901797,1279.502362,expensive,0.011566688,0.006085221,NA,NA,NA
20140331,3/31/2014,4/30/2014,1924.182047,1303.242694,expensive,0.009413717,0.005976043,NA,NA,NA
20140430,4/30/2014,5/31/2014,1918.996348,1292.334974,expensive,0.010079457,0.005885855,NA,NA,NA
20140531,5/31/2014,6/30/2014,1938.863262,1301.959433,expensive,0.009490332,0.006002594,NA,NA,NA
20140630,6/30/2014,7/31/2014,1994.337193,1341.740531,expensive,0.006364112,0.005643782,NA,NA,NA
20140731,7/31/2014,8/31/2014,2022.155825,1358.422927,expensive,0.005015994,0.005512067,NA,NA,NA
20140831,8/31/2014,9/30/2014,2014.053111,1345.590315,expensive,0.003297992,0.005569942,NA,NA,NA
20140930,9/30/2014,10/31/2014,2045.463384,1364.839234,expensive,-0.001837719,0.005515115,NA,NA,NA
20141031,10/31/2014,11/30/2014,1993.439043,1316.075307,expensive,0.003740863,0.006705906,NA,NA,NA
20141130,11/30/2014,12/31/2014,2115.680395,1409.111746,expensive,0.001240654,NA,NA,NA,NA
20141231,12/31/2014,1/31/2015,2138.246269,1420.661097,expensive,-0.000410669,NA,NA,NA,NA
20150131,1/31/2015,2/28/2015,2121.490026,1401.412179,expensive,-0.005559786,NA,NA,NA,NA
20150228,2/28/2015,3/31/2015,2169.000173,1434.13534,expensive,-0.008072853,NA,NA,NA,NA
20150331,3/31/2015,4/30/2015,2154.29941,1416.811314,expensive,-0.002855843,NA,NA,NA,NA
20150430,4/30/2015,5/31/2015,2165.726348,1420.661097,expensive,-0.00149308,NA,NA,NA,NA
20150531,5/31/2015,6/30/2015,2172.733043,1421.944358,expensive,-0.00248316,NA,NA,NA,NA
20150630,6/30/2015,7/31/2015,2152.61011,1402.053809,expensive,-0.001226514,NA,NA,NA,NA
20150731,7/31/2015,8/31/2015,2147.611094,1394.354242,expensive,0.001679551,NA,NA,NA,NA
20150831,8/31/2015,9/30/2015,2095.359354,1350.081729,expensive,0.004523521,NA,NA,NA,NA
20150930,9/30/2015,10/31/2015,2000.849269,1273.727686,expensive,0.007676535,NA,NA,NA,NA
20151031,10/31/2015,11/30/2015,2084.964164,1337.249117,expensive,0.003589813,NA,NA,NA,NA
20151130,11/30/2015,12/31/2015,2147.413961,1384.729783,expensive,0.002127713,NA,NA,NA,NA
20151231,12/31/2015,1/31/2016,2127.734858,1368.047387,expensive,0.005969377,NA,NA,NA,NA
20160131,1/31/2016,2/29/2016,1984.567981,1255.120398,expensive,0.01235674,NA,NA,NA,NA
20160229,2/29/2016,3/31/2016,1968.736711,1241.646155,expensive,0.014761828,NA,NA,NA,NA
20160331,3/31/2016,4/30/2016,2081.722039,1329.54955,expensive,0.011370254,NA,NA,NA,NA
20160430,4/30/2016,5/31/2016,2127.268663,1364.839234,expensive,0.009071188,NA,NA,NA,NA
20160531,5/31/2016,6/30/2016,2108.945212,1350.081729,expensive,0.011000609,NA,NA,NA,NA
20160630,6/30/2016,7/31/2016,2121.159643,1359.706189,expensive,0.011793749,NA,NA,NA,NA
20160731,7/31/2016,8/31/2016,2191.334498,1414.244791,expensive,0.009840656,NA,NA,NA,NA
20160831,8/31/2016,9/30/2016,2212.243863,1430.927187,expensive,0.008888312,NA,NA,NA,NA
20160930,9/30/2016,10/31/2016,2193.92054,1416.811314,expensive,0.010706528,NA,NA,NA,NA
20161031,10/31/2016,11/30/2016,2176.742343,1403.978701,expensive,0.012787042,NA,NA,NA,NA
20161130,11/30/2016,12/31/2016,2202.948884,1424.510881,expensive,NA,NA,NA,NA,NA
20161231,12/31/2016,1/31/2017,2285.741533,1489.957204,expensive,NA,NA,NA,NA,NA
20170131,1/31/2017,2/28/2017,2301.778599,1502.148186,expensive,NA,NA,NA,NA,NA
20170228,2/28/2017,3/31/2017,2350.278914,1540.646022,expensive,NA,NA,NA,NA,NA
20170331,3/31/2017,4/30/2017,2386.048144,1568.236139,expensive,NA,NA,NA,NA,NA
20170430,4/30/2017,5/31/2017,2371.904194,1556.045157,expensive,NA,NA,NA,NA,NA
20170531,5/31/2017,6/30/2017,2406.552511,1586.201796,expensive,NA,NA,NA,NA,NA
20170630,6/30/2017,7/31/2017,2443.638033,1618.924958,expensive,NA,NA,NA,NA,NA
20170731,7/31/2017,8/31/2017,2466.002918,1639.457137,expensive,NA,NA,NA,NA,NA
20170831,8/31/2017,9/30/2017,2461.244365,1638.815507,expensive,NA,NA,NA,NA,NA
20170930,9/30/2017,10/31/2017,2494.7,1667.688884,expensive,NA,NA,NA,NA,NA
20171031,10/31/2017,10/31/2017,2537.74,1704.26183,expensive,NA,NA,NA,NA,NA
